ID, Path, Set, ClassID, ClassName
30161,Trn_4,train,6,frog
30162,Trn_4,train,8,ship
30163,Trn_4,train,5,dog
30164,Trn_4,train,4,deer
30165,Trn_4,train,0,plane
30166,Trn_4,train,3,cat
30167,Trn_4,train,9,truck
30168,Trn_4,train,8,ship
30169,Trn_4,train,7,horse
30170,Trn_4,train,3,cat
30171,Trn_4,train,2,bird
30172,Trn_4,train,7,horse
30173,Trn_4,train,2,bird
30174,Trn_4,train,2,bird
30175,Trn_4,train,6,frog
30176,Trn_4,train,6,frog
30177,Trn_4,train,7,horse
30178,Trn_4,train,1,car
30179,Trn_4,train,3,cat
30180,Trn_4,train,5,dog
30181,Trn_4,train,8,ship
30182,Trn_4,train,4,deer
30183,Trn_4,train,6,frog
30184,Trn_4,train,7,horse
30185,Trn_4,train,4,deer
30186,Trn_4,train,2,bird
30187,Trn_4,train,9,truck
30188,Trn_4,train,3,cat
30189,Trn_4,train,3,cat
30190,Trn_4,train,3,cat
30191,Trn_4,train,8,ship
30192,Trn_4,train,6,frog
30193,Trn_4,train,1,car
30194,Trn_4,train,9,truck
30195,Trn_4,train,1,car
30196,Trn_4,train,7,horse
30197,Trn_4,train,4,deer
30198,Trn_4,train,6,frog
30199,Trn_4,train,1,car
30200,Trn_4,train,9,truck
30201,Trn_4,train,8,ship
30202,Trn_4,train,7,horse
30203,Trn_4,train,9,truck
30204,Trn_4,train,7,horse
30205,Trn_4,train,8,ship
30206,Trn_4,train,4,deer
30207,Trn_4,train,0,plane
30208,Trn_4,train,3,cat
30209,Trn_4,train,2,bird
30210,Trn_4,train,5,dog
30211,Trn_4,train,1,car
30212,Trn_4,train,7,horse
30213,Trn_4,train,4,deer
30214,Trn_4,train,0,plane
30215,Trn_4,train,2,bird
30216,Trn_4,train,2,bird
30217,Trn_4,train,5,dog
30218,Trn_4,train,8,ship
30219,Trn_4,train,6,frog
30220,Trn_4,train,7,horse
30221,Trn_4,train,9,truck
30222,Trn_4,train,9,truck
30223,Trn_4,train,9,truck
30224,Trn_4,train,5,dog
30225,Trn_4,train,8,ship
30226,Trn_4,train,5,dog
30227,Trn_4,train,5,dog
30228,Trn_4,train,1,car
30229,Trn_4,train,4,deer
30230,Trn_4,train,4,deer
30231,Trn_4,train,1,car
30232,Trn_4,train,8,ship
30233,Trn_4,train,4,deer
30234,Trn_4,train,9,truck
30235,Trn_4,train,2,bird
30236,Trn_4,train,5,dog
30237,Trn_4,train,9,truck
30238,Trn_4,train,1,car
30239,Trn_4,train,4,deer
30240,Trn_4,train,4,deer
30241,Trn_4,train,4,deer
30242,Trn_4,train,5,dog
30243,Trn_4,train,9,truck
30244,Trn_4,train,7,horse
30245,Trn_4,train,8,ship
30246,Trn_4,train,9,truck
30247,Trn_4,train,3,cat
30248,Trn_4,train,4,deer
30249,Trn_4,train,0,plane
30250,Trn_4,train,7,horse
30251,Trn_4,train,6,frog
30252,Trn_4,train,7,horse
30253,Trn_4,train,5,dog
30254,Trn_4,train,1,car
30255,Trn_4,train,6,frog
30256,Trn_4,train,9,truck
30257,Trn_4,train,5,dog
30258,Trn_4,train,7,horse
30259,Trn_4,train,6,frog
30260,Trn_4,train,2,bird
30261,Trn_4,train,2,bird
30262,Trn_4,train,0,plane
30263,Trn_4,train,6,frog
30264,Trn_4,train,1,car
30265,Trn_4,train,1,car
30266,Trn_4,train,8,ship
30267,Trn_4,train,7,horse
30268,Trn_4,train,6,frog
30269,Trn_4,train,7,horse
30270,Trn_4,train,9,truck
30271,Trn_4,train,3,cat
30272,Trn_4,train,4,deer
30273,Trn_4,train,7,horse
30274,Trn_4,train,6,frog
30275,Trn_4,train,3,cat
30276,Trn_4,train,1,car
30277,Trn_4,train,2,bird
30278,Trn_4,train,4,deer
30279,Trn_4,train,4,deer
30280,Trn_4,train,4,deer
30281,Trn_4,train,7,horse
30282,Trn_4,train,8,ship
30283,Trn_4,train,5,dog
30284,Trn_4,train,2,bird
30285,Trn_4,train,8,ship
30286,Trn_4,train,4,deer
30287,Trn_4,train,2,bird
30288,Trn_4,train,3,cat
30289,Trn_4,train,1,car
30290,Trn_4,train,2,bird
30291,Trn_4,train,6,frog
30292,Trn_4,train,8,ship
30293,Trn_4,train,5,dog
30294,Trn_4,train,0,plane
30295,Trn_4,train,0,plane
30296,Trn_4,train,4,deer
30297,Trn_4,train,4,deer
30298,Trn_4,train,9,truck
30299,Trn_4,train,9,truck
30300,Trn_4,train,3,cat
30301,Trn_4,train,8,ship
30302,Trn_4,train,2,bird
30303,Trn_4,train,8,ship
30304,Trn_4,train,6,frog
30305,Trn_4,train,0,plane
30306,Trn_4,train,7,horse
30307,Trn_4,train,2,bird
30308,Trn_4,train,5,dog
30309,Trn_4,train,7,horse
30310,Trn_4,train,9,truck
30311,Trn_4,train,8,ship
30312,Trn_4,train,8,ship
30313,Trn_4,train,6,frog
30314,Trn_4,train,2,bird
30315,Trn_4,train,9,truck
30316,Trn_4,train,1,car
30317,Trn_4,train,2,bird
30318,Trn_4,train,7,horse
30319,Trn_4,train,8,ship
30320,Trn_4,train,3,cat
30321,Trn_4,train,9,truck
30322,Trn_4,train,1,car
30323,Trn_4,train,5,dog
30324,Trn_4,train,4,deer
30325,Trn_4,train,1,car
30326,Trn_4,train,3,cat
30327,Trn_4,train,8,ship
30328,Trn_4,train,5,dog
30329,Trn_4,train,7,horse
30330,Trn_4,train,4,deer
30331,Trn_4,train,8,ship
30332,Trn_4,train,4,deer
30333,Trn_4,train,9,truck
30334,Trn_4,train,4,deer
30335,Trn_4,train,0,plane
30336,Trn_4,train,5,dog
30337,Trn_4,train,0,plane
30338,Trn_4,train,0,plane
30339,Trn_4,train,2,bird
30340,Trn_4,train,1,car
30341,Trn_4,train,8,ship
30342,Trn_4,train,2,bird
30343,Trn_4,train,7,horse
30344,Trn_4,train,5,dog
30345,Trn_4,train,6,frog
30346,Trn_4,train,3,cat
30347,Trn_4,train,2,bird
30348,Trn_4,train,8,ship
30349,Trn_4,train,9,truck
30350,Trn_4,train,3,cat
30351,Trn_4,train,5,dog
30352,Trn_4,train,1,car
30353,Trn_4,train,7,horse
30354,Trn_4,train,8,ship
30355,Trn_4,train,0,plane
30356,Trn_4,train,3,cat
30357,Trn_4,train,0,plane
30358,Trn_4,train,4,deer
30359,Trn_4,train,8,ship
30360,Trn_4,train,0,plane
30361,Trn_4,train,3,cat
30362,Trn_4,train,4,deer
30363,Trn_4,train,9,truck
30364,Trn_4,train,7,horse
30365,Trn_4,train,0,plane
30366,Trn_4,train,4,deer
30367,Trn_4,train,3,cat
30368,Trn_4,train,5,dog
30369,Trn_4,train,9,truck
30370,Trn_4,train,2,bird
30371,Trn_4,train,1,car
30372,Trn_4,train,1,car
30373,Trn_4,train,9,truck
30374,Trn_4,train,7,horse
30375,Trn_4,train,9,truck
30376,Trn_4,train,1,car
30377,Trn_4,train,1,car
30378,Trn_4,train,2,bird
30379,Trn_4,train,0,plane
30380,Trn_4,train,1,car
30381,Trn_4,train,0,plane
30382,Trn_4,train,4,deer
30383,Trn_4,train,7,horse
30384,Trn_4,train,6,frog
30385,Trn_4,train,1,car
30386,Trn_4,train,8,ship
30387,Trn_4,train,0,plane
30388,Trn_4,train,5,dog
30389,Trn_4,train,6,frog
30390,Trn_4,train,4,deer
30391,Trn_4,train,0,plane
30392,Trn_4,train,0,plane
30393,Trn_4,train,2,bird
30394,Trn_4,train,2,bird
30395,Trn_4,train,9,truck
30396,Trn_4,train,9,truck
30397,Trn_4,train,9,truck
30398,Trn_4,train,9,truck
30399,Trn_4,train,8,ship
30400,Trn_4,train,4,deer
30401,Trn_4,train,8,ship
30402,Trn_4,train,8,ship
30403,Trn_4,train,3,cat
30404,Trn_4,train,1,car
30405,Trn_4,train,3,cat
30406,Trn_4,train,0,plane
30407,Trn_4,train,8,ship
30408,Trn_4,train,5,dog
30409,Trn_4,train,0,plane
30410,Trn_4,train,7,horse
30411,Trn_4,train,3,cat
30412,Trn_4,train,8,ship
30413,Trn_4,train,1,car
30414,Trn_4,train,6,frog
30415,Trn_4,train,3,cat
30416,Trn_4,train,9,truck
30417,Trn_4,train,9,truck
30418,Trn_4,train,3,cat
30419,Trn_4,train,3,cat
30420,Trn_4,train,5,dog
30421,Trn_4,train,5,dog
30422,Trn_4,train,4,deer
30423,Trn_4,train,5,dog
30424,Trn_4,train,6,frog
30425,Trn_4,train,9,truck
30426,Trn_4,train,5,dog
30427,Trn_4,train,5,dog
30428,Trn_4,train,0,plane
30429,Trn_4,train,4,deer
30430,Trn_4,train,6,frog
30431,Trn_4,train,1,car
30432,Trn_4,train,3,cat
30433,Trn_4,train,7,horse
30434,Trn_4,train,4,deer
30435,Trn_4,train,4,deer
30436,Trn_4,train,9,truck
30437,Trn_4,train,6,frog
30438,Trn_4,train,4,deer
30439,Trn_4,train,4,deer
30440,Trn_4,train,4,deer
30441,Trn_4,train,2,bird
30442,Trn_4,train,0,plane
30443,Trn_4,train,2,bird
30444,Trn_4,train,1,car
30445,Trn_4,train,5,dog
30446,Trn_4,train,6,frog
30447,Trn_4,train,3,cat
30448,Trn_4,train,3,cat
30449,Trn_4,train,4,deer
30450,Trn_4,train,8,ship
30451,Trn_4,train,1,car
30452,Trn_4,train,2,bird
30453,Trn_4,train,6,frog
30454,Trn_4,train,0,plane
30455,Trn_4,train,2,bird
30456,Trn_4,train,1,car
30457,Trn_4,train,4,deer
30458,Trn_4,train,5,dog
30459,Trn_4,train,3,cat
30460,Trn_4,train,2,bird
30461,Trn_4,train,4,deer
30462,Trn_4,train,9,truck
30463,Trn_4,train,5,dog
30464,Trn_4,train,7,horse
30465,Trn_4,train,5,dog
30466,Trn_4,train,9,truck
30467,Trn_4,train,2,bird
30468,Trn_4,train,7,horse
30469,Trn_4,train,3,cat
30470,Trn_4,train,6,frog
30471,Trn_4,train,2,bird
30472,Trn_4,train,7,horse
30473,Trn_4,train,4,deer
30474,Trn_4,train,2,bird
30475,Trn_4,train,4,deer
30476,Trn_4,train,2,bird
30477,Trn_4,train,9,truck
30478,Trn_4,train,9,truck
30479,Trn_4,train,9,truck
30480,Trn_4,train,0,plane
30481,Trn_4,train,1,car
30482,Trn_4,train,7,horse
30483,Trn_4,train,1,car
30484,Trn_4,train,3,cat
30485,Trn_4,train,4,deer
30486,Trn_4,train,3,cat
30487,Trn_4,train,7,horse
30488,Trn_4,train,5,dog
30489,Trn_4,train,9,truck
30490,Trn_4,train,2,bird
30491,Trn_4,train,9,truck
30492,Trn_4,train,1,car
30493,Trn_4,train,3,cat
30494,Trn_4,train,6,frog
30495,Trn_4,train,9,truck
30496,Trn_4,train,9,truck
30497,Trn_4,train,5,dog
30498,Trn_4,train,4,deer
30499,Trn_4,train,5,dog
30500,Trn_4,train,7,horse
30501,Trn_4,train,2,bird
30502,Trn_4,train,7,horse
30503,Trn_4,train,8,ship
30504,Trn_4,train,0,plane
30505,Trn_4,train,1,car
30506,Trn_4,train,1,car
30507,Trn_4,train,4,deer
30508,Trn_4,train,0,plane
30509,Trn_4,train,1,car
30510,Trn_4,train,4,deer
30511,Trn_4,train,6,frog
30512,Trn_4,train,1,car
30513,Trn_4,train,6,frog
30514,Trn_4,train,1,car
30515,Trn_4,train,4,deer
30516,Trn_4,train,6,frog
30517,Trn_4,train,1,car
30518,Trn_4,train,7,horse
30519,Trn_4,train,1,car
30520,Trn_4,train,0,plane
30521,Trn_4,train,3,cat
30522,Trn_4,train,7,horse
30523,Trn_4,train,6,frog
30524,Trn_4,train,0,plane
30525,Trn_4,train,9,truck
30526,Trn_4,train,2,bird
30527,Trn_4,train,9,truck
30528,Trn_4,train,4,deer
30529,Trn_4,train,7,horse
30530,Trn_4,train,1,car
30531,Trn_4,train,2,bird
30532,Trn_4,train,7,horse
30533,Trn_4,train,5,dog
30534,Trn_4,train,4,deer
30535,Trn_4,train,2,bird
30536,Trn_4,train,6,frog
30537,Trn_4,train,7,horse
30538,Trn_4,train,2,bird
30539,Trn_4,train,9,truck
30540,Trn_4,train,7,horse
30541,Trn_4,train,3,cat
30542,Trn_4,train,0,plane
30543,Trn_4,train,2,bird
30544,Trn_4,train,9,truck
30545,Trn_4,train,0,plane
30546,Trn_4,train,8,ship
30547,Trn_4,train,0,plane
30548,Trn_4,train,2,bird
30549,Trn_4,train,4,deer
30550,Trn_4,train,3,cat
30551,Trn_4,train,8,ship
30552,Trn_4,train,2,bird
30553,Trn_4,train,8,ship
30554,Trn_4,train,0,plane
30555,Trn_4,train,9,truck
30556,Trn_4,train,1,car
30557,Trn_4,train,6,frog
30558,Trn_4,train,4,deer
30559,Trn_4,train,0,plane
30560,Trn_4,train,7,horse
30561,Trn_4,train,6,frog
30562,Trn_4,train,1,car
30563,Trn_4,train,5,dog
30564,Trn_4,train,0,plane
30565,Trn_4,train,4,deer
30566,Trn_4,train,6,frog
30567,Trn_4,train,5,dog
30568,Trn_4,train,4,deer
30569,Trn_4,train,1,car
30570,Trn_4,train,2,bird
30571,Trn_4,train,6,frog
30572,Trn_4,train,1,car
30573,Trn_4,train,6,frog
30574,Trn_4,train,9,truck
30575,Trn_4,train,9,truck
30576,Trn_4,train,4,deer
30577,Trn_4,train,9,truck
30578,Trn_4,train,4,deer
30579,Trn_4,train,5,dog
30580,Trn_4,train,4,deer
30581,Trn_4,train,8,ship
30582,Trn_4,train,2,bird
30583,Trn_4,train,3,cat
30584,Trn_4,train,8,ship
30585,Trn_4,train,6,frog
30586,Trn_4,train,4,deer
30587,Trn_4,train,7,horse
30588,Trn_4,train,8,ship
30589,Trn_4,train,4,deer
30590,Trn_4,train,3,cat
30591,Trn_4,train,4,deer
30592,Trn_4,train,7,horse
30593,Trn_4,train,4,deer
30594,Trn_4,train,1,car
30595,Trn_4,train,5,dog
30596,Trn_4,train,7,horse
30597,Trn_4,train,1,car
30598,Trn_4,train,4,deer
30599,Trn_4,train,8,ship
30600,Trn_4,train,6,frog
30601,Trn_4,train,4,deer
30602,Trn_4,train,9,truck
30603,Trn_4,train,5,dog
30604,Trn_4,train,3,cat
30605,Trn_4,train,2,bird
30606,Trn_4,train,1,car
30607,Trn_4,train,0,plane
30608,Trn_4,train,4,deer
30609,Trn_4,train,0,plane
30610,Trn_4,train,4,deer
30611,Trn_4,train,0,plane
30612,Trn_4,train,9,truck
30613,Trn_4,train,8,ship
30614,Trn_4,train,4,deer
30615,Trn_4,train,2,bird
30616,Trn_4,train,1,car
30617,Trn_4,train,6,frog
30618,Trn_4,train,1,car
30619,Trn_4,train,4,deer
30620,Trn_4,train,3,cat
30621,Trn_4,train,4,deer
30622,Trn_4,train,7,horse
30623,Trn_4,train,0,plane
30624,Trn_4,train,3,cat
30625,Trn_4,train,2,bird
30626,Trn_4,train,0,plane
30627,Trn_4,train,7,horse
30628,Trn_4,train,5,dog
30629,Trn_4,train,2,bird
30630,Trn_4,train,4,deer
30631,Trn_4,train,2,bird
30632,Trn_4,train,4,deer
30633,Trn_4,train,6,frog
30634,Trn_4,train,5,dog
30635,Trn_4,train,4,deer
30636,Trn_4,train,3,cat
30637,Trn_4,train,2,bird
30638,Trn_4,train,8,ship
30639,Trn_4,train,5,dog
30640,Trn_4,train,4,deer
30641,Trn_4,train,8,ship
30642,Trn_4,train,9,truck
30643,Trn_4,train,2,bird
30644,Trn_4,train,6,frog
30645,Trn_4,train,6,frog
30646,Trn_4,train,9,truck
30647,Trn_4,train,6,frog
30648,Trn_4,train,3,cat
30649,Trn_4,train,6,frog
30650,Trn_4,train,8,ship
30651,Trn_4,train,6,frog
30652,Trn_4,train,8,ship
30653,Trn_4,train,0,plane
30654,Trn_4,train,2,bird
30655,Trn_4,train,0,plane
30656,Trn_4,train,6,frog
30657,Trn_4,train,2,bird
30658,Trn_4,train,0,plane
30659,Trn_4,train,3,cat
30660,Trn_4,train,3,cat
30661,Trn_4,train,0,plane
30662,Trn_4,train,2,bird
30663,Trn_4,train,2,bird
30664,Trn_4,train,8,ship
30665,Trn_4,train,3,cat
30666,Trn_4,train,5,dog
30667,Trn_4,train,1,car
30668,Trn_4,train,2,bird
30669,Trn_4,train,4,deer
30670,Trn_4,train,4,deer
30671,Trn_4,train,8,ship
30672,Trn_4,train,7,horse
30673,Trn_4,train,3,cat
30674,Trn_4,train,7,horse
30675,Trn_4,train,1,car
30676,Trn_4,train,7,horse
30677,Trn_4,train,2,bird
30678,Trn_4,train,8,ship
30679,Trn_4,train,3,cat
30680,Trn_4,train,3,cat
30681,Trn_4,train,7,horse
30682,Trn_4,train,2,bird
30683,Trn_4,train,4,deer
30684,Trn_4,train,3,cat
30685,Trn_4,train,9,truck
30686,Trn_4,train,4,deer
30687,Trn_4,train,7,horse
30688,Trn_4,train,2,bird
30689,Trn_4,train,5,dog
30690,Trn_4,train,9,truck
30691,Trn_4,train,1,car
30692,Trn_4,train,3,cat
30693,Trn_4,train,9,truck
30694,Trn_4,train,1,car
30695,Trn_4,train,9,truck
30696,Trn_4,train,2,bird
30697,Trn_4,train,1,car
30698,Trn_4,train,0,plane
30699,Trn_4,train,4,deer
30700,Trn_4,train,0,plane
30701,Trn_4,train,6,frog
30702,Trn_4,train,7,horse
30703,Trn_4,train,9,truck
30704,Trn_4,train,6,frog
30705,Trn_4,train,1,car
30706,Trn_4,train,8,ship
30707,Trn_4,train,9,truck
30708,Trn_4,train,3,cat
30709,Trn_4,train,9,truck
30710,Trn_4,train,3,cat
30711,Trn_4,train,3,cat
30712,Trn_4,train,4,deer
30713,Trn_4,train,3,cat
30714,Trn_4,train,5,dog
30715,Trn_4,train,2,bird
30716,Trn_4,train,9,truck
30717,Trn_4,train,6,frog
30718,Trn_4,train,4,deer
30719,Trn_4,train,4,deer
30720,Trn_4,train,5,dog
30721,Trn_4,train,4,deer
30722,Trn_4,train,1,car
30723,Trn_4,train,6,frog
30724,Trn_4,train,6,frog
30725,Trn_4,train,5,dog
30726,Trn_4,train,8,ship
30727,Trn_4,train,6,frog
30728,Trn_4,train,6,frog
30729,Trn_4,train,3,cat
30730,Trn_4,train,4,deer
30731,Trn_4,train,8,ship
30732,Trn_4,train,4,deer
30733,Trn_4,train,7,horse
30734,Trn_4,train,6,frog
30735,Trn_4,train,2,bird
30736,Trn_4,train,8,ship
30737,Trn_4,train,4,deer
30738,Trn_4,train,3,cat
30739,Trn_4,train,3,cat
30740,Trn_4,train,5,dog
30741,Trn_4,train,0,plane
30742,Trn_4,train,8,ship
30743,Trn_4,train,0,plane
30744,Trn_4,train,3,cat
30745,Trn_4,train,6,frog
30746,Trn_4,train,1,car
30747,Trn_4,train,3,cat
30748,Trn_4,train,6,frog
30749,Trn_4,train,7,horse
30750,Trn_4,train,1,car
30751,Trn_4,train,4,deer
30752,Trn_4,train,2,bird
30753,Trn_4,train,4,deer
30754,Trn_4,train,6,frog
30755,Trn_4,train,9,truck
30756,Trn_4,train,0,plane
30757,Trn_4,train,2,bird
30758,Trn_4,train,2,bird
30759,Trn_4,train,2,bird
30760,Trn_4,train,4,deer
30761,Trn_4,train,3,cat
30762,Trn_4,train,5,dog
30763,Trn_4,train,8,ship
30764,Trn_4,train,9,truck
30765,Trn_4,train,3,cat
30766,Trn_4,train,9,truck
30767,Trn_4,train,4,deer
30768,Trn_4,train,2,bird
30769,Trn_4,train,5,dog
30770,Trn_4,train,9,truck
30771,Trn_4,train,1,car
30772,Trn_4,train,8,ship
30773,Trn_4,train,5,dog
30774,Trn_4,train,0,plane
30775,Trn_4,train,6,frog
30776,Trn_4,train,0,plane
30777,Trn_4,train,3,cat
30778,Trn_4,train,3,cat
30779,Trn_4,train,8,ship
30780,Trn_4,train,4,deer
30781,Trn_4,train,8,ship
30782,Trn_4,train,1,car
30783,Trn_4,train,1,car
30784,Trn_4,train,6,frog
30785,Trn_4,train,0,plane
30786,Trn_4,train,4,deer
30787,Trn_4,train,7,horse
30788,Trn_4,train,7,horse
30789,Trn_4,train,0,plane
30790,Trn_4,train,0,plane
30791,Trn_4,train,5,dog
30792,Trn_4,train,0,plane
30793,Trn_4,train,3,cat
30794,Trn_4,train,1,car
30795,Trn_4,train,0,plane
30796,Trn_4,train,9,truck
30797,Trn_4,train,0,plane
30798,Trn_4,train,9,truck
30799,Trn_4,train,4,deer
30800,Trn_4,train,7,horse
30801,Trn_4,train,6,frog
30802,Trn_4,train,0,plane
30803,Trn_4,train,0,plane
30804,Trn_4,train,1,car
30805,Trn_4,train,5,dog
30806,Trn_4,train,1,car
30807,Trn_4,train,1,car
30808,Trn_4,train,9,truck
30809,Trn_4,train,7,horse
30810,Trn_4,train,8,ship
30811,Trn_4,train,8,ship
30812,Trn_4,train,4,deer
30813,Trn_4,train,8,ship
30814,Trn_4,train,0,plane
30815,Trn_4,train,6,frog
30816,Trn_4,train,8,ship
30817,Trn_4,train,0,plane
30818,Trn_4,train,9,truck
30819,Trn_4,train,8,ship
30820,Trn_4,train,0,plane
30821,Trn_4,train,3,cat
30822,Trn_4,train,3,cat
30823,Trn_4,train,8,ship
30824,Trn_4,train,3,cat
30825,Trn_4,train,1,car
30826,Trn_4,train,7,horse
30827,Trn_4,train,2,bird
30828,Trn_4,train,2,bird
30829,Trn_4,train,6,frog
30830,Trn_4,train,1,car
30831,Trn_4,train,2,bird
30832,Trn_4,train,1,car
30833,Trn_4,train,6,frog
30834,Trn_4,train,7,horse
30835,Trn_4,train,6,frog
30836,Trn_4,train,5,dog
30837,Trn_4,train,1,car
30838,Trn_4,train,9,truck
30839,Trn_4,train,7,horse
30840,Trn_4,train,2,bird
30841,Trn_4,train,0,plane
30842,Trn_4,train,4,deer
30843,Trn_4,train,2,bird
30844,Trn_4,train,2,bird
30845,Trn_4,train,9,truck
30846,Trn_4,train,8,ship
30847,Trn_4,train,1,car
30848,Trn_4,train,0,plane
30849,Trn_4,train,0,plane
30850,Trn_4,train,8,ship
30851,Trn_4,train,8,ship
30852,Trn_4,train,8,ship
30853,Trn_4,train,0,plane
30854,Trn_4,train,6,frog
30855,Trn_4,train,1,car
30856,Trn_4,train,6,frog
30857,Trn_4,train,8,ship
30858,Trn_4,train,4,deer
30859,Trn_4,train,1,car
30860,Trn_4,train,1,car
30861,Trn_4,train,4,deer
30862,Trn_4,train,9,truck
30863,Trn_4,train,8,ship
30864,Trn_4,train,9,truck
30865,Trn_4,train,1,car
30866,Trn_4,train,1,car
30867,Trn_4,train,5,dog
30868,Trn_4,train,5,dog
30869,Trn_4,train,1,car
30870,Trn_4,train,3,cat
30871,Trn_4,train,0,plane
30872,Trn_4,train,1,car
30873,Trn_4,train,5,dog
30874,Trn_4,train,3,cat
30875,Trn_4,train,5,dog
30876,Trn_4,train,7,horse
30877,Trn_4,train,3,cat
30878,Trn_4,train,9,truck
